"","G45068","G45227","G45123","G45117","G45099","G45071","G45226","G45250","G45108","G45057","G45075","G45092"
"373994",14,27,42,1,18,23,96,9,12,3,13,45
"1197",6,28,13,0,1,3,24,6,19,2,6,5
"1137095",3,2,11,0,5,5,2,15,7,3,3,3
"1126",11,22,30,8,25,28,31,19,12,16,67,35
"1967666",11,6,0,0,10,9,11,5,2,8,1,2
"2546359",29,25,18,6,20,17,30,25,17,10,9,13
"2546356",2,4,9,0,6,8,17,6,8,3,38,3
"577489",3,14,6,2,5,10,3,1,18,3,4,8
"65093",8,8,9,0,18,8,8,24,9,1,8,0
"2546360",12,19,4,3,11,15,37,17,13,4,18,8
"713887",12,17,6,3,9,11,60,54,15,1,12,3
"2005460",7,18,4,2,31,5,4,18,10,7,16,3
"1173026",6,3,3,5,14,6,3,6,1,6,3,6
"669359",6,20,14,15,28,26,19,37,19,3,7,6
"1617448",13,9,18,25,13,5,59,16,5,2,5,4
"379064",12,8,8,10,13,13,24,36,11,6,18,2
"1206",13,9,12,13,40,10,44,14,6,4,20,3
"1160",27,43,23,8,21,11,98,18,13,4,10,11
"1173027",12,26,3,2,7,22,28,19,5,2,17,2
"2064643",2,5,54,0,12,61,11,18,8,1,3,3
"482564",21,30,27,4,10,8,18,69,28,3,7,14
"118323",16,5,19,5,5,12,20,1,13,3,16,5
"1155739",15,10,12,3,26,13,18,22,22,2,29,5
"395961",12,23,26,8,22,20,44,34,30,7,9,6
"1173025",36,9,31,7,14,0,4,85,34,5,18,5
"241425",13,23,17,2,4,15,12,20,10,3,20,7
"1807358",7,4,18,8,9,20,40,9,10,27,20,7
"102116",6,19,1,4,6,11,30,9,7,16,10,11
"718217",3,9,14,4,3,5,0,6,9,14,11,2
"33072",32,21,15,7,67,19,14,19,25,6,13,24
"54299",7,6,17,8,22,66,58,7,9,2,3,2
"1188228",13,17,2,5,9,8,14,4,6,1,3,2
"519450",14,3,37,1,8,8,60,26,30,21,17,7
"2725994",5,5,2,0,10,1,0,3,0,5,2,4
"2683967",3,6,17,1,15,12,4,7,2,5,9,1
"640330",6,2,6,0,3,26,50,5,6,3,4,3
"57372",0,3,1,0,4,1,3,0,0,11,2,0
"2120",3,7,8,5,2,1,7,3,10,10,1,2
"2095",1,8,2,0,0,5,19,16,0,7,0,0
"2102",10,7,6,5,0,4,4,5,10,2,0,14
"2109",2,3,0,1,6,0,0,2,0,6,4,0
"2116",1,3,1,1,16,5,0,19,6,5,14,2
"28227",1,2,17,1,5,4,10,4,3,5,10,13
"142649",0,2,0,0,1,0,0,0,4,4,1,1
"48003",5,2,17,0,18,2,12,42,14,4,3,2
"92401",1,4,2,0,3,0,9,9,3,4,7,0
"2107",1,4,2,0,4,8,3,21,19,2,0,2
"142651",3,2,3,0,7,2,19,3,1,2,2,0
"141391",0,3,1,0,4,1,0,2,1,2,1,2
"76629",4,1,6,0,0,1,10,2,1,2,3,1
"171281",1,12,3,23,8,4,9,2,2,2,0,1
"2097",0,0,5,2,1,0,0,2,1,1,2,0
"2124",4,6,2,5,1,0,20,3,13,4,0,0
"2128",3,0,2,1,3,2,2,0,13,1,0,4
"353852",1,0,1,0,4,0,26,2,5,1,2,2
"2099",6,1,13,0,4,3,28,14,6,1,6,14
"29553",7,2,10,2,3,11,0,2,1,1,5,6
"2111",0,5,1,0,6,1,0,9,6,1,0,1
"29555",9,7,24,3,2,2,27,47,12,1,20,2
"53558",3,1,3,0,3,2,6,0,0,1,2,7
"29561",0,3,9,0,2,1,0,0,5,1,1,0
"538220",8,1,5,0,2,0,0,0,6,1,1,0
"33923",2,1,0,16,5,0,4,10,2,1,4,0
"136241",1,9,0,0,1,1,11,2,5,1,1,3
"45363",6,8,2,0,1,2,0,2,3,1,2,0
"51365",1,7,21,2,0,16,0,10,4,1,11,2
"2118",8,2,2,2,1,0,5,8,4,1,5,0
"171285",1,11,18,0,20,19,82,23,4,10,6,5
"2113",8,10,27,2,15,13,27,12,16,2,10,15
"29556",17,6,5,0,1,8,6,3,10,1,4,1
"216931",7,2,6,1,15,5,48,9,9,6,3,0
"216935",8,8,28,2,16,4,11,9,6,6,12,19
"2145",3,6,8,28,5,1,35,19,1,3,7,10
"216938",3,9,4,1,6,3,41,6,7,2,5,12
"2138",2,3,1,2,5,0,1,3,0,2,4,3
"216942",6,7,1,2,3,3,1,4,0,2,2,3
"216963",30,7,7,0,2,3,5,3,12,1,10,4
"2137",20,15,4,4,3,3,5,1,3,1,3,3
"2143",0,2,9,1,1,0,4,1,23,1,2,0
"216933",3,1,6,2,3,1,66,2,2,1,4,0
"2133",4,0,30,0,0,0,0,3,13,9,0,0
"216945",2,1,8,1,7,7,6,6,2,1,7,0
"216934",2,2,15,0,6,4,2,16,12,1,21,0
"214888",1,0,13,1,4,3,19,9,2,3,3,1
"81459",6,1,3,0,2,6,11,2,6,3,1,0
"216427",1,7,4,0,2,1,2,4,2,2,13,0
"2149",6,3,10,0,0,1,0,5,1,1,0,0
"29552",10,24,15,5,15,15,13,18,19,17,12,3
"2148",38,13,22,3,4,22,11,61,11,10,32,4
"264636",45,36,45,5,15,16,15,19,7,7,16,5
"35623",9,27,29,4,4,6,57,8,11,6,10,12
"61635",24,35,37,3,4,9,10,58,26,2,27,14
"38986",24,13,22,5,8,7,14,11,10,1,9,25
"135727",5,7,8,3,1,6,2,11,3,4,2,0
"37692",4,2,2,2,6,4,0,6,2,1,4,2
"1541959",8,16,13,7,18,9,46,13,10,2,15,3
"2755035",63,6,40,3,34,53,13,22,29,31,7,15
"2489213",28,25,18,6,22,12,7,19,13,5,5,1
"2652443",45,28,22,21,19,6,11,18,28,4,31,7
"309887",44,15,16,1,10,17,29,18,22,8,12,0
"317577",43,8,17,9,28,6,3,12,19,6,10,10
"1182568",17,16,15,6,10,25,34,22,12,5,7,5
"1309411",7,11,25,4,29,7,4,11,20,5,17,3
"502394",85,24,32,0,26,9,12,25,41,5,5,5
"2202254",36,9,20,30,13,16,2,7,42,2,10,5
"980427",63,31,20,2,26,13,15,27,43,2,0,2
"1768108",82,16,13,5,25,10,1,27,25,1,14,14
"1211322",63,18,26,8,17,21,11,41,28,1,45,8
"68909",48,34,48,11,45,62,64,60,31,2,14,5
"1299",41,43,5,3,20,4,3,26,9,1,7,12
"310783",28,15,25,4,13,20,5,31,30,1,15,5
"274",90,28,23,13,37,15,5,23,32,6,9,7
"1111069",13,34,15,4,22,4,2,13,11,1,1,4
"277",38,20,27,10,28,4,9,19,25,3,20,9
"172827",17,12,27,11,42,8,6,18,6,2,1,5
"52022",25,18,20,11,6,10,4,13,22,1,0,9
"186192",20,18,7,5,15,9,1,15,19,2,5,6
"187137",48,19,19,9,39,15,5,30,7,2,14,9
"332249",31,15,7,2,10,1,25,11,17,1,2,4
"61435",80,106,76,68,79,278,210,121,88,31,31,58
"1536648",17,14,10,1,15,7,17,18,10,12,1,11
"1839801",27,6,27,6,17,20,4,21,15,2,6,7
"552810",31,26,9,3,21,11,13,21,25,1,8,5
"357808",22,27,20,1,8,10,7,26,31,6,13,3
"120962",44,41,25,5,23,9,100,17,40,2,13,17
"1108",22,24,8,3,12,5,11,34,13,4,19,5
"152260",13,15,6,1,18,9,8,24,16,1,5,5
"2710758",15,8,12,2,13,9,26,10,21,4,14,15
"913107",47,42,29,15,31,37,44,26,41,4,30,20
"1986204",39,7,15,3,12,0,5,10,24,1,9,3
"2509675",37,45,56,9,24,11,13,30,64,7,22,21
"1806508",129,27,34,7,54,11,26,38,44,2,6,16
"2057",70,50,22,12,21,14,9,28,36,1,11,8
"2601677",87,38,36,5,17,7,16,45,38,1,11,4
"1005039",42,17,5,7,10,8,5,4,29,13,2,7
"454171",22,21,10,2,6,29,3,5,6,5,6,4
"166501",38,14,16,4,14,6,74,13,10,1,7,10
"562",56891,145278,170719,690041,7538,5013,4633,1257,3866,2148,5307,526
"1499973",37,208,174,578,17,14,27,40,20,7,27,8
"2044467",36,170,109,485,11,13,18,6,6,6,4,8
"208962",87,395,229,853,21,31,82,14,42,6,14,14
"564",64,427,268,1013,74,26,126,69,22,34,37,43
"2066049",5,3,13,5,0,1,2,13,1,299,3,0
"1639133",0,13,9,43,3,552,0,136,23,549,4335,4097
"546",106,660,309,514,266,115,320,245,177,64,350,57
"67827",22,24,18,68,6,3,22,9,15,7,14,0
"57706",11,59,13,24,0,0,0,3,0,2,28,0
"35703",117,92,69,220,10,33,40,31,47,505,36,2
"2653932",29,17,32,24,9,6,18,11,12,27,19,1
"2742627",0,37,0,0,0,17,0,0,0,38,23,11
"2742624",11,44,28,48,8,5,18,19,17,8,10,4
"2562449",18,25,11,25,11,16,4,8,7,6,6,5
"2546350",2,9,8,17,10,7,5,2,7,3,5,6
"2781952",2,1,5,3,1,4,1,6,6,3,4,0
"2742625",25,0,18,9,0,0,0,0,0,4,63,0
"67824",7,11,14,27,5,2,6,6,13,10,57,1
"545",29,21,22,64,10,5,19,3,14,15,1,1
"573",249,887,405,718,414,311,296,192,209,548,791,115
"1463165",34,797,44,129,67,95,220,96,98,59,83,31
"571",101,231,65,76,105,67,203,205,84,28,116,67
"2675713",0,0,0,9,0,0,0,0,0,11,16,0
"1972757",0,0,0,2,0,0,2,0,0,2,0,0
"2787706",2,15,0,9,5,38,2,26,0,2,13,0
"548",113,101,44,81,27,21,58,45,36,9,33,40
"1134687",101,119,46,57,213,43,23,44,37,12,48,27
"244366",79,152,74,29,63,14,63,35,36,8,48,46
"2153354",15,23,13,17,6,2,26,25,10,1,12,7
"208224",37,40,109,16,104,82,15,40,27,34,29,21
"550",145,239,137,131,115,115,273,145,120,18,86,112
"158836",178,196,122,230,666,182,82,478,115,77,109,60
"299767",37,15,34,37,22,31,108,64,11,17,14,28
"1812935",16,21,15,76,34,7,40,7,34,7,43,13
"69218",25,22,17,17,9,14,3,7,39,5,15,12
"61645",78,105,33,30,26,39,23,72,62,4,13,0
"2071710",4,4,1,4,0,4,0,2,1,1,1,0
"2742676",11,15,5,12,7,5,4,2,19,19,7,4
"2724468",8,23,20,41,24,4,5,7,10,2,11,8
"2742619",1,2,1,5,5,2,1,2,5,2,2,0
"399742",10,24,8,17,5,6,12,5,15,2,6,2
"2596949",23,26,12,25,11,14,3,37,19,1,35,7
"2478464",5,12,16,15,5,2,10,3,6,5,4,6
"885040",10,4,14,9,3,7,1,7,1,1,14,2
"881260",16,21,9,15,4,4,4,9,15,1,10,31
"28901",1362,802,1286,2301,222,206,663,1034,640,118,603,247
"54736",22,19,23,77,14,18,32,26,26,2,9,1
"54291",70,1449,66,65,91,1834,14,45,57,53,7,8
"577",27,68,17,49,30,31,99,54,56,13,21,20
"575",18,36300,35,98,19,37,13,16,10,5,8,17
"2681307",10,9,13,14,10,1,12,2,6,3,1,0
"2282309",0,0,27,0,3,0,61,2,6,3,9,11
"1920114",45,0,2,0,6,4,0,0,0,3,0,0
"83655",40,56,53,93,41,40,17,52,76,53,52,23
"1646340",9,13,16,12,17,15,4,22,2,12,11,7
"2725560",20,18,15,41,8,18,13,15,21,5,6,4
"2492396",40,2,6,7,5,4,0,2,5,2,2,5
"1158459",22,18,29,25,18,20,13,25,5,9,10,15
"208223",25,37,28,35,17,20,16,44,42,6,4,11
"497725",14,16,12,22,7,2,1,19,6,2,7,12
"283686",45,19,53,32,7,9,64,15,16,1,9,6
"158822",121,65,69,59,40,49,73,45,33,30,23,70
"158823",16,13,9,9,15,12,4,7,10,2,3,11
"2545798",12,25,6,19,11,11,5,11,24,1,15,6
"1505597",2,0,1,0,4,2,9,8,4,10,0,1
"2681987",2,5,7,1,3,0,7,9,1,1,1,0
"101534",1,4,1,7,15,6,39,3,1,8,5,11
"251542",5,0,3,0,5,3,5,5,0,4,1,0
"138072",19,3,7,16,7,1,5,6,14,1,0,14
"134287",1,6,0,0,3,0,2,2,1,1,2,2
"1835721",0,2,1,0,5,0,3,0,0,2,0,0
"1778263",0,0,1,3,3,0,0,2,1,1,0,0
"1334193",42,22,79,43,72,50,45,20,69,17,26,44
"61647",53,21,32,31,27,3,5,24,28,4,21,12
"28141",62,17,50,22,16,31,27,37,9,8,8,10
"413502",9,35,14,35,12,1,79,21,20,3,11,6
"413503",29,6,10,12,18,8,8,27,27,3,8,2
"563",9,26,43,38,60,27,27,25,20,14,12,2
"566",17,20,15,25,148,23,26,15,15,13,3,5
"61646",27,27,35,53,13,14,38,7,40,6,15,7
"1907578",25,22,29,29,12,20,49,15,23,4,22,13
"2153385",7,5,64,7,1,46,14,28,9,1,10,13
"621",116,668,426,1491,6,0,4,34,9,10,5,8
"401619",5,15,13,4,13,26,44,18,9,8,0,5
"428411",2,1,2,0,1,1,1,1,4,1,1,2
"891974",7,8,7,6,5,6,0,17,42,1,3,11
"2675780",21,1,0,2,0,0,6,0,0,1,0,0
"2675776",0,0,3,0,2,1,0,0,1,1,1,0
"2675774",0,2,0,0,0,0,2,0,0,1,0,1
"2675773",1,1,0,6,1,1,2,0,0,1,17,12
"2675797",1,2,0,0,0,0,0,0,0,1,0,0
"565",43,13,26,33,12,11,11,63,41,4,25,2
"2479367",25,17,17,18,11,19,6,11,4,2,4,7
"82977",14,9,27,12,11,18,4,68,19,1,36,3
"158877",14,18,18,45,3,6,0,15,7,3,12,1
"1048758",2,0,5,0,0,0,0,0,3,2,1,0
"2448483",9,15,0,1,10,14,96,32,34,22,2,9
"104623",38,18,28,7,11,6,29,21,8,8,30,10
"47917",77,56,27,7,24,69,78,41,30,26,59,17
"82995",12,18,7,47,6,13,15,9,6,15,44,7
"615",256,140,168,39,133,89,80,150,226,26,76,72
"28151",11,60,8,3,5,8,7,33,28,12,25,5
"614",25,37,36,6,14,10,20,51,19,23,33,40
"82996",53,48,100,51,39,26,52,54,48,8,23,54
"138074",13,12,39,3,10,1,13,52,14,4,3,5
"618",13,8,11,1,11,7,3,14,8,2,10,5
"137545",9,25,2,0,2,15,34,4,3,2,2,15
"61652",32,22,24,1,29,84,34,53,45,1,5,34
"367190",13,9,11,6,23,15,76,19,11,19,5,3
"633",2,9,2,3,14,4,1,10,20,4,0,28
"630",33,37,25,13,26,41,35,38,12,11,21,8
"29485",3,44,15,3,14,4,58,16,9,9,9,26
"29483",9,13,8,0,2,3,60,10,15,8,5,9
"28152",50,10,82,7,15,13,13,40,19,7,31,10
"29486",30,5,9,38,6,15,71,13,23,4,26,6
"2607663",10,9,3,5,5,7,14,8,6,2,12,8
"1805933",15,5,13,2,4,24,5,25,26,9,6,3
"34038",49,62,45,9,19,25,24,40,20,7,70,38
"1639108",13,20,7,2,5,17,3,11,15,5,8,11
"929813",30,26,19,9,34,10,1,12,21,4,6,3
"41202",57,5,7,2,9,20,4,30,19,1,24,2
"2126321",29,19,22,5,16,8,28,33,16,1,14,6
"1235990",1,8,8,2,8,1,10,10,1,24,28,9
"549",30,23,20,18,21,27,54,21,37,16,21,18
"2490851",40,16,6,1,6,22,2,10,12,6,10,1
"2479547",6,12,9,5,8,5,104,9,12,4,11,2
"2575375",33,8,5,2,9,16,51,13,17,3,16,11
"1484158",24,12,21,1,6,19,10,42,28,1,26,4
"553",34,17,63,16,22,39,40,43,25,11,30,24
"1891675",24,10,12,3,6,7,78,10,16,5,3,4
"66269",42,23,62,7,11,30,26,25,55,4,15,13
"470934",65,87,43,16,36,41,21,56,31,3,29,29
"59814",39,13,37,5,9,15,11,22,56,3,24,85
"1076550",32,8,7,9,3,28,5,22,14,2,35,12
"9",83,116,93,82,98,103,235,140,103,43,84,50
"1922217",22,41,36,10,13,17,37,21,14,12,23,10
"2681984",12,48,51,6,21,21,39,29,13,3,12,45
"55211",32,15,14,8,6,10,48,82,28,3,11,3
"552",11,11,7,8,5,7,2,33,14,3,16,17
"1619313",25,36,16,2,22,31,12,22,24,2,12,8
"338565",11,53,31,8,6,6,30,10,11,1,19,25
"182337",21,19,5,0,41,27,108,15,22,3,23,3
"79967",7,15,0,0,2,11,0,11,2,4,19,0
"82987",21,14,32,5,6,3,15,18,5,15,9,6
"2487345",19,27,7,1,9,7,1,10,21,8,1,3
"53336",22,16,73,4,13,62,71,26,6,7,19,9
"1615494",6,18,15,4,50,4,20,24,14,11,35,15
"1458355",84,25,22,1,12,10,8,22,26,6,12,12
"665914",33,29,7,4,16,14,17,18,18,1,45,9
"665913",8,12,7,1,23,10,27,26,19,1,7,5
"51229",1,9,5,1,3,0,1,1,7,5,2,1
"2579935",24,24,24,6,19,13,10,22,23,4,17,11
"585",28,65,58,4,17,57,180,46,23,59,26,37
"2490996",2,1,10,1,0,1,3,0,2,10,8,2
"2697019",12,6,8,3,5,0,1,6,1,1,0,0
"584",13,16,35,16,13,36,104,52,26,10,30,9
"1987580",2,2,2,1,2,3,2,0,3,7,5,4
"587",50,42,64,25,24,62,90,46,30,37,65,5
"516075",5,3,7,5,9,6,15,16,7,8,14,3
"333962",10,25,8,4,6,15,14,19,1,7,2,7
"126385",10,2,12,18,12,6,4,30,18,4,4,1
"333965",3,1,9,1,1,4,2,27,20,2,3,0
"158850",6,6,15,1,7,14,30,16,12,1,22,3
"588",26,17,40,4,6,11,9,112,44,1,17,14
"40577",25,38,21,4,9,16,10,53,39,9,6,2
"628",7,7,20,4,23,4,56,6,14,5,9,3
"40576",25,19,22,4,7,16,35,11,15,3,6,10
"351679",12,5,0,2,3,3,6,10,10,1,3,3
"351671",14,2,5,2,4,11,9,7,13,1,11,1
"582",63,107,78,20,61,50,141,22,47,17,121,83
"2218628",12,18,19,3,11,5,31,18,10,6,19,3
"291112",4,21,7,5,1,16,61,30,13,6,19,5
"230089",18,22,9,32,7,10,33,10,6,1,7,1
"634113",1,3,0,9,0,7,1,1,0,2,4,1
"638",4,26,25,5,1,6,27,19,4,1,8,26
"29471",9,39,48,10,16,14,72,19,14,16,11,7
"2108399",18,29,8,5,24,14,5,21,6,10,29,12
"1905730",15,17,14,3,8,17,21,31,17,8,5,10
"554",64,82,67,21,32,79,92,68,78,15,46,42
"2042057",25,8,14,9,5,16,4,2,12,3,6,5
"78398",6,5,2,3,52,10,2,3,13,1,6,1
"55208",1,3,2,1,11,10,5,4,7,1,2,1
"204042",98,96,59,17,51,72,44,58,75,38,85,40
"204039",33,19,15,17,11,47,12,49,35,11,14,10
"556",27,27,43,30,24,13,12,22,63,4,25,28
"1109412",72,61,49,15,29,25,12,29,28,8,14,9
"55213",33,16,39,5,15,19,21,36,29,9,5,16
"1929246",3,7,3,1,6,5,5,6,3,2,0,3
"63612",19,12,26,5,11,3,6,10,10,10,14,2
"1082704",19,11,16,5,20,22,3,21,20,3,5,3
"158841",19,22,64,3,9,16,23,7,17,29,11,16
"2498113",8,20,48,7,10,23,42,29,19,9,1,19
"82985",12,9,15,3,13,11,32,3,5,1,27,6
"569",31,33,29,1,10,8,26,28,40,17,56,8
"546367",18,25,18,3,7,21,13,10,12,4,9,15
"67780",26,9,8,21,12,18,76,31,11,5,4,5
"636",36,10,14,5,21,11,35,45,25,7,49,7
"93378",10,4,23,1,10,3,28,3,8,2,12,2
"703",17,20,16,5,17,21,122,15,17,9,15,3
"456327",5928,5911,6825,4097,6818,5027,10662,8353,6671,3691,9094,4165
"343",27,21,67,3,69,4,4,19,30,7,11,5
"56453",28,8,18,1,5,5,15,7,9,4,4,1
"56464",3,6,7,1,5,1,1,3,4,4,2,2
"2724121",5,9,12,2,27,3,8,1,7,3,5,3
"347",23,16,19,6,33,5,4,24,28,3,9,9
"339",30,14,18,5,18,12,10,23,28,2,27,2
"56454",17,3,8,3,8,9,12,27,8,2,3,3
"2259622",2,6,1,0,4,1,0,2,8,1,0,0
"56460",29,15,12,2,9,3,5,10,14,1,16,7
"56459",9,3,16,3,11,5,3,12,6,1,3,1
"56455",17,2,17,0,1,5,1,2,19,1,2,3
"48664",13,10,6,15,15,3,0,9,14,1,3,2
"56450",4,10,43,10,4,43,16,29,13,1,16,17
"40324",266,184,126,33,120,223,73,321,210,24,99,332
"2072413",10,4,1,2,1,1,4,8,1,2,3,1
"1904944",39,25,22,3,10,2,4,56,14,1,6,2
"128780",23,26,4,13,12,14,2,21,46,2,24,8
"2781023",22,0,13,3,6,0,0,4,2,2,0,0
"2763317",26,16,4,2,3,6,2,15,26,1,11,7
"2762611",16,33,4,3,6,23,11,17,14,1,14,9
"2698682",16,4,12,11,9,9,18,5,20,3,5,9
"69",71,34,44,4,18,13,21,31,53,3,16,13
"2591633",17,6,11,1,16,7,0,3,34,2,8,3
"435897",17,34,35,4,5,9,17,8,29,2,10,8
"1896164",26,27,5,6,10,9,12,16,13,4,23,10
"2508168",24,30,9,6,6,2,1,5,26,1,5,3
"1176533",26,13,4,0,4,2,2,19,12,3,4,3
"2006110",13,35,40,3,8,3,9,81,22,2,12,12
"2565782",13,15,14,2,2,2,1,8,15,1,13,4
"2371",35,7,17,3,15,12,22,25,14,7,9,8
"1444770",4,2,8,2,8,1,1,2,1,1,3,2
"314722",63,29,7,8,28,12,19,23,48,3,24,1
"128785",28,20,29,3,9,23,4,22,54,3,18,15
"415229",31,19,22,3,10,12,8,10,13,1,1,4
"2202149",38,7,3,0,4,16,6,9,13,4,0,3
"2771436",11,15,7,3,10,6,8,6,19,1,14,5
"2714945",22,12,5,1,1,8,5,4,18,1,7,1
"1463158",9,3,11,0,32,2,0,3,5,1,10,2
"2511995",44,3,30,3,2,30,3,11,35,5,29,7
"370777",24,5,13,11,18,13,6,12,17,3,2,9
"582702",22,20,14,6,14,7,16,13,13,6,2,10
"666685",13,10,15,6,13,18,2,3,38,1,12,8
"2021234",10,31,14,5,9,19,13,20,12,4,3,10
"242606",14,13,15,4,7,9,9,3,11,2,13,4
"323415",19,13,18,4,39,12,6,6,17,1,13,1
"2763498",18,8,10,4,15,6,4,4,21,1,7,4
"29442",4559,4680,5249,2938,5611,3651,7936,6115,4442,2894,6362,3107
"76760",23,13,9,8,7,7,39,18,8,24,2,2
"294",203,104,155,18,117,94,121,204,160,15,114,45
"46679",11,10,10,5,17,12,35,3,17,9,11,8
"47878",36,15,21,8,29,26,40,21,50,9,7,32
"76758",43,15,19,2,16,12,8,33,12,7,15,6
"380021",63,32,32,7,44,13,18,39,39,6,32,15
"76761",2,3,4,7,3,14,9,2,1,6,3,7
"183795",5,30,23,6,12,29,2,5,3,3,11,6
"75588",7,3,3,1,10,1,2,1,1,2,2,2
"651740",5,2,3,2,2,2,1,6,3,1,1,2
"129817",14,6,5,3,4,1,1,1,17,1,2,2
"47883",23,16,29,5,5,11,26,19,21,1,12,2
"1534110",2,4,28,0,33,20,7,8,1,17,0,4
"1827300",1,0,2,0,0,0,0,3,0,15,1,2
"658630",19,21,11,3,6,12,46,16,50,11,2,5
"2725477",13,20,15,24,7,4,5,20,12,7,27,27
"2320270",10,16,22,6,12,3,30,22,10,6,7,5
"2219057",8,6,21,8,3,7,2,1,13,6,9,2
"1649877",11,6,3,0,6,2,0,2,5,5,0,3
"2083055",0,1,0,11,0,0,0,1,1,8,0,3
"1856685",6,4,14,1,12,8,8,15,17,4,6,13
"2729423",8,17,6,2,4,4,40,10,11,4,4,3
"2067572",0,0,0,0,0,0,0,0,2,9,2,0
"1028989",23,21,10,3,5,11,2,18,28,3,14,9
"2320867",17,9,8,2,8,2,4,7,11,3,4,3
"1981174",25,11,0,0,5,17,12,3,17,3,19,5
"2518644",17,10,9,0,6,0,14,9,1,3,5,2
"2604941",8,8,6,1,3,4,14,6,4,2,7,4
"2052956",4,4,0,1,8,13,5,3,2,2,3,0
"2653853",30,9,14,5,9,8,0,9,13,2,5,3
"1259844",0,0,2,9,2,1,0,2,2,2,2,1
"1173283",11,17,0,0,0,0,0,0,19,5,13,11
"2706126",21,16,36,3,9,3,74,6,12,2,24,25
"1294143",13,23,7,0,8,10,2,14,16,2,1,2
"253237",15,0,3,1,1,1,1,0,9,1,0,0
"2213057",11,11,3,0,2,0,9,14,4,1,8,5
"1207075",3,0,0,0,0,2,1,0,0,1,0,0
"2731681",11,22,5,2,12,15,3,3,21,1,12,7
"2479392",6,6,8,2,3,1,7,10,6,1,16,4
"2730848",1,3,6,0,4,0,1,3,4,1,5,2
"2730847",3,2,2,0,8,1,5,0,3,1,2,1
"2774460",3,3,1,2,10,9,24,4,11,1,2,4
"2726989",16,13,8,2,13,11,44,13,22,1,4,4
"1931241",28,24,8,14,5,1,5,20,22,1,9,5
"1702250",3,2,1,0,5,2,0,0,2,1,1,0
"1755504",8,17,5,1,17,2,2,15,8,1,4,4
"2599595",17,13,6,1,8,9,4,7,12,1,8,5
"1573718",19,14,6,6,2,1,2,5,12,1,1,4
"1573711",7,2,3,0,5,2,1,5,10,1,4,2
"2662033",0,1,13,1,6,3,2,6,9,1,10,5
"287",8337,147,79,909,143,5350,7853,950,323,116,665,290
"300",46,56,53,13,42,26,18,52,64,5,34,21
"43263",35,6,15,4,7,15,13,14,9,3,2,5
"95301",9,4,8,1,5,2,0,11,5,2,4,2
"301",4,2,3,3,5,1,0,4,2,1,4,1
"53408",17,5,13,2,17,1,2,9,15,1,2,4
"587753",55,45,39,32,47,18,37,32,72,38,39,28
"296",11,11,2,3,4,12,3,2,5,6,3,3
"47884",20,5,11,3,3,11,8,5,23,3,0,3
"86185",16,16,3,5,5,9,3,9,38,1,22,5
"303",258,205,164,38,150,150,128,152,144,33,175,103
"70775",9,28,4,24,10,2,1,7,10,6,12,1
"47880",28,31,10,6,16,14,8,15,26,7,11,11
"76759",70,8,22,5,25,5,21,11,18,1,62,5
"316",211,141,134,46,153,82,118,154,225,27,192,72
"74829",27,7,24,4,21,14,12,6,19,4,17,4
"47886",10,1,16,0,9,0,4,18,3,2,0,2
"237610",74,30,34,14,29,38,16,20,47,35,69,24
"487184",42,31,24,11,5,52,9,45,24,23,43,13
"317",94,65,53,21,39,25,44,33,49,6,29,35
"29438",9,0,0,0,2,0,3,0,0,5,2,0
"251701",52,45,41,0,12,23,43,102,34,3,34,11
"53409",10,3,9,1,4,3,8,1,5,1,40,2
"36746",15,2,13,5,3,2,7,64,13,1,26,3
"46677",11,7,34,3,8,7,2,6,14,5,15,3
"1148509",10,8,1,1,15,3,3,2,4,4,11,4
"930166",27,30,32,0,3,7,18,5,15,5,6,29
"797277",13,3,9,2,58,37,4,18,21,4,43,3
"1392877",11,14,13,5,9,18,3,6,21,3,8,9
"319939",32,27,35,9,15,6,30,30,13,3,7,12
"321662",10,14,4,2,3,5,5,5,9,3,2,7
"157783",4,4,6,4,7,5,10,12,7,3,3,1
"1853130",11,42,25,9,10,7,12,8,18,2,5,19
"104087",21,7,15,1,2,6,4,12,20,2,20,1
"65741",31,14,9,2,11,11,6,19,25,2,38,5
"395598",2,3,1,1,3,10,4,7,7,2,20,9
"437900",11,20,6,0,8,8,6,3,23,2,3,3
"1302376",2,6,7,12,0,7,7,2,4,2,12,4
"702115",22,14,24,30,1,2,10,4,2,2,8,33
"1421430",12,3,0,0,4,2,7,2,7,2,0,5
"43306",26,14,12,5,15,4,10,8,11,1,4,11
"219572",20,27,16,1,4,6,1,11,21,1,25,9
"237609",22,4,9,2,9,3,6,6,26,1,1,3
"1245526",18,1,5,4,8,9,3,24,8,1,6,3
"312306",67,7,21,3,18,7,7,41,27,1,18,5
"86265",8,1,7,3,3,3,4,3,5,1,1,2
"95300",7,2,13,0,2,9,1,27,28,1,2,3
"158627",23,2,10,1,9,6,19,35,15,1,3,3
"157782",35,27,7,3,10,12,6,13,33,1,33,5
"1434072",12,19,4,1,6,4,9,11,12,1,10,1
"515393",18,12,18,1,11,6,34,20,34,1,5,6
"122355",13,5,13,2,33,2,8,10,14,1,0,6
"321846",6,12,6,6,2,1,1,1,1,1,3,0
"354",18,22,4,5,10,18,43,14,15,16,21,16
"2213226",6,4,15,1,9,0,7,7,11,4,13,0
"1510150",16,7,7,2,7,20,8,7,17,2,25,2
